site_id,event_id,gmv_PGA,Longitude,Latitude
622,0,0.741278,107.62235,-7.41863
623,0,0.737948,107.62236,-7.43662
624,0,0.734275,107.62237,-7.45461
625,0,0.730273,107.62239,-7.47259
626,0,0.725949,107.6224,-7.49058
627,0,0.721315,107.62241,-7.50857
628,0,0.716387,107.62243,-7.52655
629,0,0.711172,107.62244,-7.54454
630,0,0.0100703,107.64012,-6.933
631,0,0.010147,107.64013,-6.95099
632,0,0.0102192,107.64014,-6.96897
633,0,0.0102869,107.64016,-6.98696
634,0,0.0103497,107.64017,-7.00495
635,0,0.0104075,107.64018,-7.02293
636,0,0.0104602,107.6402,-7.04092
637,0,0.0105076,107.64021,-7.0589
638,0,0.0105496,107.64022,-7.07689
639,0,0.010586,107.64024,-7.09488
640,0,0.0106168,107.64025,-7.11286
641,0,0.0106419,107.64026,-7.13085
642,0,0.0106611,107.64028,-7.14884
643,0,0.0106745,107.64029,-7.16682
644,0,0.0106821,107.6403,-7.18481
645,0,0.0106873,107.64032,-7.2028
646,0,0.0106913,107.64033,-7.22078
647,0,0.754121,107.64034,-7.23877
648,0,0.754234,107.64036,-7.25676
649,0,0.754343,107.64037,-7.27474
650,0,0.754044,107.64039,-7.29273
651,0,0.753363,107.6404,-7.31071
652,0,0.752297,107.64041,-7.3287
653,0,0.750844,107.64043,-7.34669
654,0,0.749009,107.64044,-7.36467
655,0,0.746792,107.64046,-7.38266
656,0,0.744202,107.64047,-7.40065
657,0,0.741247,107.64048,-7.41863
658,0,0.737935,107.6405,-7.43662
659,0,0.734277,107.64051,-7.45461
660,0,0.730286,107.64053,-7.47259
661,0,0.725971,107.64054,-7.49058
662,0,0.721344,107.64055,-7.50857
663,0,0.716421,107.64057,-7.52655
664,0,0.71121,107.64058,-7.54454
665,0,0.0100566,107.65824,-6.933
666,0,0.0101331,107.65825,-6.95099
667,0,0.0102052,107.65826,-6.96897
668,0,0.0102726,107.65828,-6.98696
669,0,0.0103353,107.65829,-7.00495
670,0,0.010393,107.6583,-7.02293
671,0,0.0104455,107.65832,-7.04092
672,0,0.0104928,107.65833,-7.0589
673,0,0.0105347,107.65835,-7.07689
674,0,0.010571,107.65836,-7.09488
675,0,0.0106017,107.65838,-7.11286
676,0,0.0106267,107.65839,-7.13085
677,0,0.0106459,107.6584,-7.14884
678,0,0.0106592,107.65842,-7.16682
679,0,0.0106681,107.65843,-7.18481
680,0,0.0106757,107.65845,-7.2028
681,0,0.0106822,107.65846,-7.22078
682,0,0.753693,107.65848,-7.23877
683,0,0.75394,107.65849,-7.25676
684,0,0.753869,107.6585,-7.27474
685,0,0.753417,107.65852,-7.29273
686,0,0.752775,107.65853,-7.31071
687,0,0.75172,107.65855,-7.3287
688,0,0.750288,107.65856,-7.34669
689,0,0.748479,107.65858,-7.36467
690,0,0.746292,107.65859,-7.38266
691,0,0.743731,107.65861,-7.40065
692,0,0.740806,107.65862,-7.41863
693,0,0.73752,107.65864,-7.43662
694,0,0.733886,107.65865,-7.45461
695,0,0.729915,107.65867,-7.47259
696,0,0.725617,107.65868,-7.49058
697,0,0.721006,107.6587,-7.50857
698,0,0.716096,107.65871,-7.52655
699,0,0.710896,107.65873,-7.54454
700,0,0.0100377,107.67635,-6.933
701,0,0.0101139,107.67637,-6.95099
702,0,0.0101857,107.67638,-6.96897
703,0,0.0102529,107.6764,-6.98696
704,0,0.0103154,107.67641,-7.00495
705,0,0.0103728,107.67643,-7.02293
706,0,0.0104252,107.67644,-7.04092
707,0,0.0104723,107.67646,-7.0589
708,0,0.0105141,107.67647,-7.07689
709,0,0.0105503,107.67649,-7.09488
710,0,0.0105809,107.6765,-7.11286
711,0,0.0106058,107.67652,-7.13085
712,0,0.0106249,107.67653,-7.14884
713,0,0.0106383,107.67655,-7.16682
714,0,0.0106494,107.67656,-7.18481
715,0,0.0106594,107.67658,-7.2028
716,0,0.0106683,107.67659,-7.22078
717,0,0.752966,107.67661,-7.23877
718,0,0.753271,107.67662,-7.25676
719,0,0.753198,107.67664,-7.27474
720,0,0.752747,107.67665,-7.29273
721,0,0.751919,107.67667,-7.31071
722,0,0.750715,107.67668,-7.3287
723,0,0.749329,107.6767,-7.34669
724,0,0.747535,107.67671,-7.36467
725,0,0.745371,107.67673,-7.38266
726,0,0.74284,107.67674,-7.40065
727,0,0.739947,107.67676,-7.41863
728,0,0.736694,107.67678,-7.43662
729,0,0.733092,107.67679,-7.45461
730,0,0.729152,107.67681,-7.47259
731,0,0.724881,107.67682,-7.49058
732,0,0.720294,107.67684,-7.50857
733,0,0.715406,107.67685,-7.52655
734,0,0.710226,107.67687,-7.54454
735,0,0.0100135,107.69447,-6.933
736,0,0.0100894,107.69449,-6.95099
737,0,0.0101609,107.6945,-6.96897
738,0,0.0102278,107.69452,-6.98696
739,0,0.01029,107.69453,-7.00495
740,0,0.0103472,107.69455,-7.02293
741,0,0.0103993,107.69456,-7.04092
742,0,0.0104462,107.69458,-7.0589
743,0,0.0104877,107.6946,-7.07689
744,0,0.0105238,107.69461,-7.09488
745,0,0.0105542,107.69463,-7.11286
746,0,0.010579,107.69464,-7.13085
747,0,0.010598,107.69466,-7.14884
748,0,0.0106127,107.69467,-7.16682
749,0,0.0106262,107.69469,-7.18481
750,0,0.0106386,107.69471,-7.2028
751,0,0.0106499,107.69472,-7.22078
752,0,0.751918,107.69474,-7.23877
753,0,0.752224,107.69475,-7.25676
754,0,0.752151,107.69477,-7.27474
755,0,0.7517,107.69479,-7.29273
756,0,0.750874,107.6948,-7.31071
757,0,0.749673,107.69482,-7.3287
758,0,0.748101,107.69483,-7.34669
759,0,0.746163,107.69485,-7.36467
760,0,0.744053,107.69487,-7.38266
761,0,0.741541,107.69488,-7.40065
762,0,0.738676,107.6949,-7.41863
763,0,0.735457,107.69491,-7.43662
764,0,0.731891,107.69493,-7.45461
765,0,0.727988,107.69495,-7.47259
766,0,0.723754,107.69496,-7.49058
767,0,0.7192,107.69498,-7.50857
768,0,0.714344,107.695,-7.52655
769,0,0.709193,107.69501,-7.54454
770,0,0.00998417,107.71259,-6.933
771,0,0.0100597,107.71261,-6.95099
772,0,0.0101308,107.71262,-6.96897
773,0,0.0101973,107.71264,-6.98696
774,0,0.0102592,107.71266,-7.00495
775,0,0.0103161,107.71267,-7.02293
776,0,0.0103679,107.71269,-7.04092
777,0,0.0104145,107.7127,-7.0589
778,0,0.0104558,107.71272,-7.07689
779,0,0.0104917,107.71274,-7.09488
780,0,0.010522,107.71275,-7.11286
781,0,0.0105466,107.71277,-7.13085
782,0,0.0105657,107.71279,-7.14884
783,0,0.0105826,107.7128,-7.16682
784,0,0.0105984,107.71282,-7.18481
785,0,0.0106132,107.71284,-7.2028
786,0,0.0106268,107.71285,-7.22078
787,0,0.0106375,107.71287,-7.23877
788,0,0.750802,107.71289,-7.25676
789,0,0.75073,107.7129,-7.27474
790,0,0.75028,107.71292,-7.29273
791,0,0.0106212,107.71294,-7.31071
792,0,0.0106024,107.71295,-7.3287
793,0,0.746692,107.71297,-7.34669
794,0,0.74476,107.71299,-7.36467
795,0,0.742467,107.713,-7.38266
796,0,0.739819,107.71302,-7.40065
797,0,0.737017,107.71304,-7.41863
798,0,0.733822,107.71305,-7.43662
799,0,0.730289,107.71307,-7.45461
800,0,0.726424,107.71309,-7.47259
801,0,0.72223,107.71311,-7.49058
802,0,0.717719,107.71312,-7.50857
803,0,0.712904,107.71314,-7.52655
804,0,0.707791,107.71316,-7.54454
805,0,0.00994976,107.73071,-6.933
806,0,0.0100248,107.73073,-6.95099
807,0,0.0100954,107.73074,-6.96897
808,0,0.0101616,107.73076,-6.98696
809,0,0.010223,107.73078,-7.00495
810,0,0.0102795,107.73079,-7.02293
811,0,0.0103311,107.73081,-7.04092
812,0,0.0103774,107.73083,-7.0589
813,0,0.0104184,107.73084,-7.07689
814,0,0.010454,107.73086,-7.09488
815,0,0.0104841,107.73088,-7.11286
816,0,0.0105086,107.7309,-7.13085
817,0,0.0105289,107.73091,-7.14884
818,0,0.010548,107.73093,-7.16682
819,0,0.0105662,107.73095,-7.18481
820,0,0.0105833,107.73096,-7.2028
821,0,0.0105989,107.73098,-7.22078
822,0,0.0106094,107.731,-7.23877
823,0,0.0106142,107.73102,-7.25676
824,0,0.748938,107.73103,-7.27474
825,0,0.010606,107.73105,-7.29273
826,0,0.0105932,107.73107,-7.31071
827,0,0.0105745,107.73109,-7.3287
828,0,0.0105501,107.7311,-7.34669
829,0,0.742992,107.73112,-7.36467
830,0,0.740708,107.73114,-7.38266
831,0,0.738071,107.73116,-7.40065
832,0,0.73509,107.73118,-7.41863
833,0,0.73177,107.73119,-7.43662
834,0,0.72831,107.73121,-7.45461
835,0,0.724474,107.73123,-7.47259
836,0,0.720318,107.73125,-7.49058
837,0,0.715852,107.73126,-7.50857
838,0,0.711083,107.73128,-7.52655
839,0,0.706017,107.7313,-7.54454
840,0,0.00991037,107.74883,-6.933
841,0,0.00998486,107.74885,-6.95099
842,0,0.010055,107.74886,-6.96897
843,0,0.0101207,107.74888,-6.98696
844,0,0.0101816,107.7489,-7.00495
845,0,0.0102378,107.74892,-7.02293
846,0,0.0102889,107.74893,-7.04092
847,0,0.0103349,107.74895,-7.0589
848,0,0.0103756,107.74897,-7.07689
849,0,0.0104109,107.74899,-7.09488
850,0,0.0104408,107.749,-7.11286
851,0,0.0104653,107.74902,-7.13085
852,0,0.0104877,107.74904,-7.14884
853,0,0.0105091,107.74906,-7.16682
854,0,0.0105295,107.74908,-7.18481
855,0,0.0105489,107.74909,-7.2028
856,0,0.0105652,107.74911,-7.22078
857,0,0.0105757,107.74913,-7.23877
858,0,0.0105804,107.74915,-7.25676
859,0,0.74678,107.74917,-7.27474
860,0,0.746335,107.74918,-7.29273
861,0,0.0105595,107.7492,-7.31071
862,0,0.010541,107.74922,-7.3287
863,0,0.0105167,107.74924,-7.34669
864,0,0.0104868,107.74926,-7.36467
865,0,0.738591,107.74928,-7.38266
866,0,0.735969,107.74929,-7.40065
867,0,0.733002,107.74931,-7.41863
868,0,0.729698,107.74933,-7.43662
869,0,0.726066,107.74935,-7.45461
870,0,0.722116,107.74937,-7.47259
871,0,0.718043,107.74939,-7.49058
872,0,0.713611,107.74941,-7.50857
873,0,0.708886,107.74943,-7.52655
874,0,0.703871,107.74944,-7.54454
875,0,0.0098661,107.76695,-6.933
876,0,0.00993999,107.76697,-6.95099
877,0,0.0100096,107.76698,-6.96897
878,0,0.0100747,107.767,-6.98696
879,0,0.0101352,107.76702,-7.00495
880,0,0.0101908,107.76704,-7.02293
881,0,0.0102415,107.76706,-7.04092
882,0,0.0102871,107.76708,-7.0589
883,0,0.0103275,107.76709,-7.07689
884,0,0.0103626,107.76711,-7.09488
885,0,0.0103922,107.76713,-7.11286
886,0,0.0104178,107.76715,-7.13085
887,0,0.0104424,107.76717,-7.14884
888,0,0.010466,107.76719,-7.16682
889,0,0.0104886,107.76721,-7.18481
890,0,0.0105098,107.76722,-7.2028
891,0,0.0105259,107.76724,-7.22078
892,0,0.0105364,107.76726,-7.23877
893,0,0.010541,107.76728,-7.25676
894,0,0.744263,107.7673,-7.27474
895,0,0.74382,107.76732,-7.29273
896,0,0.0105203,107.76734,-7.31071
897,0,0.0105018,107.76736,-7.3287
898,0,0.0104777,107.76737,-7.34669
899,0,0.010448,107.76739,-7.36467
900,0,0.0104128,107.76741,-7.38266
901,0,0.733514,107.76743,-7.40065
902,0,0.730565,107.76745,-7.41863
903,0,0.72728,107.76747,-7.43662
904,0,0.723669,107.76749,-7.45461
905,0,0.719743,107.76751,-7.47259
906,0,0.715507,107.76753,-7.49058
907,0,0.710974,107.76755,-7.50857
908,0,0.706341,107.76757,-7.52655
909,0,0.701367,107.76759,-7.54454
910,0,0.00981708,107.78507,-6.933
911,0,0.00989031,107.78509,-6.95099
912,0,0.00995928,107.7851,-6.96897
913,0,0.0100238,107.78512,-6.98696
914,0,0.0100837,107.78514,-7.00495
915,0,0.0101389,107.78516,-7.02293
916,0,0.0101891,107.78518,-7.04092
917,0,0.0102343,107.7852,-7.0589
918,0,0.0102743,107.78522,-7.07689
919,0,0.010309,107.78524,-7.09488
920,0,0.0103386,107.78526,-7.11286
921,0,0.0103662,107.78528,-7.13085
922,0,0.0103929,107.7853,-7.14884
923,0,0.0104187,107.78531,-7.16682
924,0,0.0104434,107.78533,-7.18481
925,0,0.0104651,107.78535,-7.2028
926,0,0.0104812,107.78537,-7.22078
927,0,0.0104916,107.78539,-7.23877
928,0,0.0104962,107.78541,-7.25676
929,0,0.741393,107.78543,-7.27474
930,0,0.740952,107.78545,-7.29273
931,0,0.740146,107.78547,-7.31071
932,0,0.0104573,107.78549,-7.3287
933,0,0.0104333,107.78551,-7.34669
934,0,0.0104038,107.78553,-7.36467
935,0,0.0103688,107.78555,-7.38266
936,0,0.0103284,107.78557,-7.40065
937,0,0.727786,107.78559,-7.41863
938,0,0.724524,107.78561,-7.43662
939,0,0.720937,107.78563,-7.45461
940,0,0.717037,107.78565,-7.47259
941,0,0.712829,107.78567,-7.49058
942,0,0.708326,107.78569,-7.50857
943,0,0.703542,107.78571,-7.52655
944,0,0.69848,107.78573,-7.54454
945,0,0.00976344,107.80319,-6.933
946,0,0.00983595,107.80321,-6.95099
947,0,0.00990421,107.80323,-6.96897
948,0,0.00996813,107.80324,-6.98696
949,0,0.0100275,107.80326,-7.00495
950,0,0.010082,107.80328,-7.02293
951,0,0.0101318,107.8033,-7.04092
952,0,0.0101765,107.80332,-7.0589
953,0,0.0102161,107.80334,-7.07689
954,0,0.0102504,107.80336,-7.09488
955,0,0.010281,107.80338,-7.11286
956,0,0.0103107,107.8034,-7.13085
957,0,0.0103394,107.80342,-7.14884
958,0,0.0103673,107.80344,-7.16682
959,0,0.0103937,107.80346,-7.18481
960,0,0.0104152,107.80348,-7.2028
961,0,0.0104311,107.8035,-7.22078
962,0,0.0104414,107.80352,-7.23877
963,0,0.010446,107.80354,-7.25676
964,0,0.738178,107.80356,-7.27474
965,0,0.73774,107.80358,-7.29273
966,0,0.736939,107.8036,-7.31071
967,0,0.0104074,107.80362,-7.3287
968,0,0.0103836,107.80365,-7.34669
969,0,0.0103543,107.80367,-7.36467
970,0,0.0103196,107.80369,-7.38266
971,0,0.0102796,107.80371,-7.40065
972,0,0.0102344,107.80373,-7.41863
973,0,0.010184,107.80375,-7.43662
974,0,0.717875,107.80377,-7.45461
975,0,0.714005,107.80379,-7.47259
976,0,0.709829,107.80381,-7.49058
977,0,0.705359,107.80383,-7.50857
978,0,0.70061,107.80385,-7.52655
979,0,0.695586,107.80387,-7.54454
980,0,0.00970531,107.82131,-6.933
981,0,0.00977705,107.82133,-6.95099
982,0,0.00984458,107.82135,-6.96897
983,0,0.00990778,107.82137,-6.98696
984,0,0.00996646,107.82139,-7.00495
985,0,0.0100204,107.82141,-7.02293
986,0,0.0100696,107.82143,-7.04092
987,0,0.0101138,107.82145,-7.0589
988,0,0.010153,107.82147,-7.07689
989,0,0.0101873,107.82149,-7.09488
990,0,0.0102197,107.82151,-7.11286
991,0,0.0102513,107.82153,-7.13085
992,0,0.0102821,107.82155,-7.14884
993,0,0.0103119,107.82157,-7.16682
994,0,0.0103387,107.82159,-7.18481
995,0,0.0103601,107.82161,-7.2028
996,0,0.0103758,107.82163,-7.22078
997,0,0.010386,107.82165,-7.23877
998,0,0.0103905,107.82168,-7.25676
999,0,0.0103894,107.8217,-7.27474
1000,0,0.734189,107.82172,-7.29273
1001,0,0.733395,107.82174,-7.31071
1002,0,0.732242,107.82176,-7.3287
1003,0,0.0103287,107.82178,-7.34669
1004,0,0.0102997,107.8218,-7.36467
1005,0,0.0102654,107.82182,-7.38266
1006,0,0.0102257,107.82184,-7.40065
1007,0,0.0101808,107.82187,-7.41863
1008,0,0.0101309,107.82189,-7.43662
1009,0,0.0100761,107.82191,-7.45461
1010,0,0.710654,107.82193,-7.47259
1011,0,0.706512,107.82195,-7.49058
1012,0,0.70208,107.82197,-7.50857
1013,0,0.697367,107.822,-7.52655
1014,0,0.692385,107.82202,-7.54454
1015,0,0.00964289,107.83942,-6.933
1016,0,0.00971377,107.83945,-6.95099
1017,0,0.00978051,107.83947,-6.96897
1018,0,0.00984298,107.83949,-6.98696
1019,0,0.00990098,107.83951,-7.00495
1020,0,0.00995432,107.83953,-7.02293
1021,0,0.0100029,107.83955,-7.04092
1022,0,0.0100466,107.83957,-7.0589
1023,0,0.0100853,107.83959,-7.07689
1024,0,0.0101205,107.83961,-7.09488
1025,0,0.0101548,107.83963,-7.11286
1026,0,0.0101883,107.83966,-7.13085
1027,0,0.0102209,107.83968,-7.14884
1028,0,0.0102522,107.8397,-7.16682
1029,0,0.0102788,107.83972,-7.18481
1030,0,0.0102999,107.83974,-7.2028
1031,0,0.0103155,107.83976,-7.22078
1032,0,0.0103255,107.83978,-7.23877
1033,0,0.01033,107.83981,-7.25676
1034,0,0.0103289,107.83983,-7.27474
1035,0,0.730312,107.83985,-7.29273
1036,0,0.729525,107.83987,-7.31071
1037,0,0.728383,107.83989,-7.3287
1038,0,0.0102688,107.83992,-7.34669
1039,0,0.0102401,107.83994,-7.36467
1040,0,0.0102061,107.83996,-7.38266
1041,0,0.0101668,107.83998,-7.40065
1042,0,0.0101225,107.84,-7.41863
1043,0,0.010073,107.84003,-7.43662
1044,0,0.0100188,107.84005,-7.45461
1045,0,0.00995981,107.84007,-7.47259
1046,0,0.702889,107.84009,-7.49058
1047,0,0.698495,107.84012,-7.50857
1048,0,0.693827,107.84014,-7.52655
1049,0,0.688888,107.84016,-7.54454
1050,0,0.00957626,107.85754,-6.933
1051,0,0.0096463,107.85756,-6.95099
1052,0,0.00971218,107.85759,-6.96897
1053,0,0.00977387,107.85761,-6.98696
1054,0,0.00983113,107.85763,-7.00495
1055,0,0.0098838,107.85765,-7.02293
1056,0,0.00993179,107.85767,-7.04092
1057,0,0.00997492,107.85769,-7.0589
1058,0,0.0100134,107.85772,-7.07689
1059,0,0.0100503,107.85774,-7.09488
1060,0,0.0100864,107.85776,-7.11286
1061,0,0.0101217,107.85778,-7.13085
1062,0,0.0101562,107.8578,-7.14884
1063,0,0.0101877,107.85783,-7.16682
1064,0,0.010214,107.85785,-7.18481
1065,0,0.0102348,107.85787,-7.2028
1066,0,0.0102502,107.85789,-7.22078
1067,0,0.0102601,107.85792,-7.23877
1068,0,0.0102646,107.85794,-7.25676
1069,0,0.0102635,107.85796,-7.27474
1070,0,0.726117,107.85798,-7.29273
1071,0,0.725336,107.85801,-7.31071
1072,0,0.724205,107.85803,-7.3287
1073,0,0.722725,107.85805,-7.34669
1074,0,0.0101757,107.85807,-7.36467
1075,0,0.010142,107.8581,-7.38266
1076,0,0.0101032,107.85812,-7.40065
1077,0,0.0100593,107.85814,-7.41863
1078,0,0.0100104,107.85817,-7.43662
1079,0,0.00995675,107.85819,-7.45461
1080,0,0.00989845,107.85821,-7.47259
1081,0,0.00983556,107.85824,-7.49058
1082,0,0.694616,107.85826,-7.50857
1083,0,0.689994,107.85828,-7.52655
1084,0,0.685101,107.85831,-7.54454
1085,0,0.00950563,107.87566,-6.933
1086,0,0.00957475,107.87568,-6.95099
1087,0,0.00963975,107.87571,-6.96897
1088,0,0.00970062,107.87573,-6.98696
1089,0,0.00975712,107.87575,-7.00495
1090,0,0.00980908,107.87577,-7.02293
1091,0,0.00985637,107.8758,-7.04092
1092,0,0.00989891,107.87582,-7.0589
1093,0,0.00993823,107.87584,-7.07689
1094,0,0.0099768,107.87586,-7.09488
1095,0,0.0100146,107.87589,-7.11286
1096,0,0.0100516,107.87591,-7.13085
1097,0,0.0100874,107.87593,-7.14884
1098,0,0.0101186,107.87595,-7.16682
1099,0,0.0101445,107.87598,-7.18481
1100,0,0.0101651,107.876,-7.2028
1101,0,0.0101803,107.87602,-7.22078
1102,0,0.0101901,107.87605,-7.23877
1103,0,0.0101944,107.87607,-7.25676
1104,0,0.0101933,107.87609,-7.27474
1105,0,0.721613,107.87612,-7.29273
1106,0,0.720842,107.87614,-7.31071
1107,0,0.719723,107.87616,-7.3287
1108,0,0.718257,107.87619,-7.34669
1109,0,0.0101066,107.87621,-7.36467
1110,0,0.0100733,107.87623,-7.38266
1111,0,0.0100349,107.87626,-7.40065
1112,0,0.00999158,107.87628,-7.41863
1113,0,0.00994331,107.8763,-7.43662
1114,0,0.00989024,107.87633,-7.45461
1115,0,0.00983263,107.87635,-7.47259
1116,0,0.00977047,107.87638,-7.49058
1117,0,0.00970405,107.8764,-7.50857
1118,0,0.685878,107.87642,-7.52655
1119,0,0.681037,107.87645,-7.54454
1120,0,0.00943116,107.89378,-6.933
1121,0,0.00949932,107.8938,-6.95099
1122,0,0.0095634,107.89383,-6.96897
1123,0,0.00962341,107.89385,-6.98696
1124,0,0.00967911,107.89387,-7.00495
1125,0,0.00973028,107.8939,-7.02293
1126,0,0.00977694,107.89392,-7.04092
1127,0,0.00981919,107.89394,-7.0589
1128,0,0.00985999,107.89397,-7.07689
1129,0,0.00990016,107.89399,-7.09488
1130,0,0.0099396,107.89401,-7.11286
1131,0,0.0099783,107.89404,-7.13085
1132,0,0.0100142,107.89406,-7.14884
1133,0,0.0100449,107.89408,-7.16682
1134,0,0.0100704,107.89411,-7.18481
1135,0,0.0100908,107.89413,-7.2028
1136,0,0.0101058,107.89415,-7.22078
1137,0,0.0101155,107.89418,-7.23877
1138,0,0.0101198,107.8942,-7.25676
1139,0,0.0101186,107.89423,-7.27474
1140,0,0.716813,107.89425,-7.29273
1141,0,0.716052,107.89427,-7.31071
1142,0,0.714943,107.8943,-7.3287
1143,0,0.713497,107.89432,-7.34669
1144,0,0.711712,107.89435,-7.36467
1145,0,0.0100002,107.89437,-7.38266
1146,0,0.00996229,107.89439,-7.40065
1147,0,0.00991946,107.89442,-7.41863
1148,0,0.00987181,107.89444,-7.43662
1149,0,0.00981941,107.89447,-7.45461
1150,0,0.00976252,107.89449,-7.47259
1151,0,0.00970115,107.89452,-7.49058
1152,0,0.00963555,107.89454,-7.50857
1153,0,0.00956587,107.89457,-7.52655
1154,0,0.676701,107.89459,-7.54454
1155,0,0.00935303,107.9119,-6.933
1156,0,0.00942019,107.91192,-6.95099
1157,0,0.00948332,107.91195,-6.96897
1158,0,0.00954244,107.91197,-6.98696
1159,0,0.0095973,107.91199,-7.00495
1160,0,0.0096477,107.91202,-7.02293
1161,0,0.00969366,107.91204,-7.04092
1162,0,0.00973656,107.91207,-7.0589
1163,0,0.00977889,107.91209,-7.07689
1164,0,0.00982057,107.91211,-7.09488
1165,0,0.00986152,107.91214,-7.11286
1166,0,0.0099013,107.91216,-7.13085
1167,0,0.00993662,107.91219,-7.14884
1168,0,0.00996694,107.91221,-7.16682
1169,0,0.00999213,107.91224,-7.18481
1170,0,0.0100122,107.91226,-7.2028
1171,0,0.010027,107.91228,-7.22078
1172,0,0.0100365,107.91231,-7.23877
1173,0,0.0100407,107.91233,-7.25676
1174,0,0.0100396,107.91236,-7.27474
1175,0,0.0100332,107.91238,-7.29273
1176,0,0.710974,107.91241,-7.31071
1177,0,0.709882,107.91243,-7.3287
1178,0,0.708451,107.91246,-7.34669
1179,0,0.706691,107.91248,-7.36467
1180,0,0.00992273,107.91251,-7.38266
1181,0,0.00988538,107.91253,-7.40065
1182,0,0.00984313,107.91256,-7.41863
1183,0,0.00979612,107.91258,-7.43662
1184,0,0.00974444,107.91261,-7.45461
1185,0,0.00968831,107.91263,-7.47259
1186,0,0.00962776,107.91266,-7.49058
1187,0,0.00956304,107.91268,-7.50857
1188,0,0.00949428,107.91271,-7.52655
1189,0,0.0094216,107.91274,-7.54454
1190,0,0.00927144,107.93002,-6.933
1191,0,0.00933755,107.93004,-6.95099
1192,0,0.0093997,107.93007,-6.96897
1193,0,0.00945789,107.93009,-6.98696
1194,0,0.00951184,107.93012,-7.00495
1195,0,0.00956149,107.93014,-7.02293
1196,0,0.009607,107.93017,-7.04092
1197,0,0.00965129,107.93019,-7.0589
1198,0,0.00969502,107.93021,-7.07689
1199,0,0.00973809,107.93024,-7.09488
1200,0,0.00978056,107.93026,-7.11286
1201,0,0.00982022,107.93029,-7.13085
1202,0,0.00985506,107.93031,-7.14884
1203,0,0.00988489,107.93034,-7.16682
1204,0,0.00990975,107.93036,-7.18481
1205,0,0.00992945,107.93039,-7.2028
1206,0,0.00994405,107.93041,-7.22078
1207,0,0.0099534,107.93044,-7.23877
1208,0,0.00995754,107.93047,-7.25676
1209,0,0.00995648,107.93049,-7.27474
1210,0,0.00995015,107.93052,-7.29273
1211,0,0.705626,107.93054,-7.31071
1212,0,0.704546,107.93057,-7.3287
1213,0,0.703136,107.93059,-7.34669
1214,0,0.701396,107.93062,-7.36467
1215,0,0.00984128,107.93064,-7.38266
1216,0,0.00980442,107.93067,-7.40065
1217,0,0.00976278,107.9307,-7.41863
1218,0,0.00971645,107.93072,-7.43662
1219,0,0.0096655,107.93075,-7.45461
1220,0,0.00961019,107.93077,-7.47259
1221,0,0.00955049,107.9308,-7.49058
1222,0,0.00948664,107.93083,-7.50857
1223,0,0.00941888,107.93085,-7.52655
